master_pc_id,name,element,master_ex_statusboard_id,master_enhanced_statusboard_id,ex_abilities_count,bless_override_present
150039,Luminus Valentine,Earth,0,0,2,False
150035,Leon Cromwell,Holy,0,0,2,False
150290,Milim Nava,Air,0,0,2,False
150207,Masked Hero,Air,0,0,2,False
150022,Frey,Air,0,0,2,False
150023,Carrion,Air,0,0,2,False
140296,Suphia,Dark,0,0,2,False
140297,Grucius,Air,0,0,2,False
150292,Diablo,Dark,0,0,2,False
150299,Shion,Holy,0,0,2,False
140300,Shinsha,Holy,0,0,2,False
150301,Rimuru Tempest,Holy,0,0,2,False
150289,Daggrull,Holy,0,0,2,False
150308,Luminus Valentine,Dark,0,0,2,False
150220,Treyni,Wind,0,0,2,False
140307,Geld,Wind,0,0,2,False
150032,Diablo,Wind,0,0,2,False
150038,Deeno,Wind,0,0,2,False
150021,Shion,Water,0,0,2,False
140100,Rimuru Tempest,Water,0,0,2,False
150019,Shuna,Water,0,0,2,False
150315,Hinata Sakaguchi,Water,0,0,2,False
150316,Daggrull,Earth,0,0,2,False
150317,Velzard,Air,0,0,2,False
140319,Misery,Air,0,0,2,False
150320,Rain,Air,0,0,2,False
150322,Leon Cromwell,Air,0,0,2,False
150330,Myulan,Earth,0,0,2,False
140331,Eren,Earth,0,0,2,False
150332,Adalman,Earth,0,0,2,False
150089,Clayman,Earth,0,0,2,False
150334,Rimuru Tempest,Dark,0,0,2,False
150336,Milim Nava,Dark,0,0,2,False
140080,Izis,Dark,0,0,2,False
150337,Shinsha,Dark,0,0,2,False
150338,Diablo,Dark,0,0,2,False
150345,Deeno,Water,0,0,2,False
150346,Benimaru,Fire,0,0,2,False
140348,Hiiro,Fire,0,0,2,False
140349,Rimuru Tempest,Fire,0,0,2,False
150350,Violet,Fire,0,0,2,False
150351,Shizue Izawa,Fire,0,0,2,False
150361,Velzard,Fire,0,0,2,False
150364,Rimuru Tempest,Holy,0,0,2,False
140366,Soka,Holy,0,0,2,False
150363,Milim Nava,Holy,0,0,2,False
150367,Luminus Valentine,Holy,0,0,2,False
150373,Shion,Air,0,0,2,False
140375,Suphia,Air,0,0,2,False
150376,Shinsha,Air,0,0,2,False
150382,Yuuki Kagurazaka,Air,0,0,2,False
150377,Hinata Sakaguchi,Wind,0,0,2,False
150371,Myulan,Earth,0,0,2,False
150372,Youm,Holy,0,0,2,False
150378,Rimuru Tempest,Water,0,0,2,False
150380,Gobta,Water,0,0,2,False
150381,Albis,Dark,0,0,2,False
150383,Milim Nava,Water,0,0,2,False
150385,Gabiru,Wind,0,0,2,False
150386,Shizue Izawa,Wind,0,0,2,False
150394,Masked Hero,Holy,0,0,2,False
150407,Megumin,Fire,0,0,2,False
150408,Aqua,Water,0,0,2,False
150409,Kazuma,Water,0,0,2,False
150410,Darkness,Holy,0,0,2,False
150388,Guy Crimson,Earth,0,0,2,False
150389,Luminus Valentine,Air,0,0,2,False
150391,Shion,Dark,0,0,2,False
150392,Violet,Air,0,0,2,False
150393,Rimuru Tempest,Earth,0,0,2,False
150402,Shuna,Holy,0,0,2,False
150404,Trya,Fire,0,0,2,False
150405,Soka,Wind,0,0,2,False
150406,Rain,Water,0,0,2,False
150412,Shizue Izawa,Fire,0,0,2,False
150413,Milim Nava,Dark,0,0,2,False
150415,Ramiris,Holy,0,0,2,False
150416,Luminus Valentine,Fire,0,0,2,False
150417,Hinata Sakaguchi,Dark,0,0,2,False
150433,Rimuru Tempest,Air,0,0,2,False
150435,Youm,Holy,0,0,2,False
150436,Shuna,Wind,0,0,2,False
150437,Veldora Tempest,Holy,0,0,2,False
150438,Shinsha,Water,0,0,2,False
150440,Ranga,Dark,0,0,2,False
150441,Hinata Sakaguchi,Water,0,0,2,False
150442,Shizue Izawa,Air,0,0,2,False
150450,Cliche,Air,0,0,2,False
150443,Rimuru Tempest,Dark,0,0,2,False
150445,Violet,Air,0,0,2,False
150446,Blanc,Holy,0,0,2,False
150447,Jaune,Air,0,0,2,False
150451,Mirai Kasuga,Earth,0,0,2,False
150453,Tsubasa Ibuki,Holy,0,0,2,False
150455,Shizuka Mogami,Water,0,0,2,False
150429,Shuna,Fire,0,0,2,False
150456,Rimuru Tempest,Holy,0,0,2,False
150458,Diablo,Dark,0,0,2,False
150459,Milim Nava,Wind,0,0,2,False
150461,Shinsha,Water,0,0,2,False
150462,Ainz Ooal Gown,Dark,0,0,2,False
150464,Narberal Gamma,Holy,0,0,2,False
150465,Albedo,Air,0,0,2,False
150466,Shizue Izawa,Wind,0,0,2,False
150467,Shalltear Bloodfallen,Dark,0,0,2,False
150471,Shuna,Wind,0,0,2,False
150473,Gobta,Wind,0,0,2,False
150475,Benimaru,Dark,0,0,2,False
150474,Rimuru Tempest,Fire,0,0,2,False
150477,Diablo,Air,0,0,2,False
150479,Misery,Wind,0,0,2,False
150480,Jaune,Earth,0,0,2,False
150481,Blanc,Air,0,0,2,False
150485,Milim Nava,Wind,0,0,2,False
150486,Guy Crimson,Air,0,0,2,False
150488,Veldora Tempest,Earth,0,0,2,False
150489,Rimuru Tempest,Holy,0,0,2,False
150490,Masked Hero,Wind,0,0,2,False
150492,Hinata Sakaguchi,Holy,0,0,2,False
150500,Glenda Attley,Air,0,0,2,False
150498,Shizue Izawa,Fire,0,0,2,False
150499,Diablo,Dark,0,0,2,False
150530,Clayman,Dark,0,0,2,False
150532,Tear,Water,0,0,2,False
150501,Luminus Valentine,Fire,0,0,2,False
150058,Rigur,Fire,0,0,2,False
150503,Elmesia El Ru Thalion,Earth,0,0,2,False
150533,Rimuru Tempest,Earth,0,0,2,False
150504,Momiji,Fire,0,0,2,False
150506,Hakurou,Wind,0,0,2,False
150508,Souei,Dark,0,0,2,False
150507,Shuna,Fire,0,0,2,False
150510,Rimuru Tempest,Water,0,0,2,False
150513,Geld,Wind,0,0,2,False
150514,Hinata Sakaguchi,Dark,0,0,2,False
150515,Shion,Water,0,0,2,False
150483,Shinsha,Holy,0,0,2,False
150484,Cliche,Fire,0,0,2,False
150521,Milim Nava,EnhancedDark,0,190000200000001,2,False
150529,Izis,EnhancedAir,0,190000200000001,2,False
150534,Kokuyo,EnhancedDark,0,190000200000001,2,False
150522,Diablo,EnhancedDark,0,190000200000001,2,False
150523,Rimuru Tempest,EnhancedAir,0,190000200000001,2,False
150526,Gazel Dwargo,Earth,0,0,2,False
150527,Masked Hero,EnhancedHoly,0,190000200000001,2,False
150528,Blanc,EnhancedAir,0,190000200000001,2,False
150535,Momiji,EnhancedEarth,0,190000200000001,2,False
150538,Ritus,Water,0,0,2,False
150539,Maribel Rozzo,EnhancedWater,0,190000200000001,2,False
150540,Violet,EnhancedFire,0,190000200000001,2,False
150551,Frieren,EnhancedHoly,0,190000200000001,2,False
150552,Fern,EnhancedHoly,0,190000200000001,2,False
150553,Stark,Earth,0,0,2,False
150554,Rimuru Tempest,EnhancedAir,0,190000200000001,2,False
150546,Luminus Valentine,EnhancedWind,0,190000200000001,2,False
150547,Shinsha,Air,0,0,2,False
150549,Rimuru Tempest,EnhancedWater,0,190000200000001,2,False
150550,Gobta,EnhancedWind,0,190000200000001,2,False
150562,Hinata Sakaguchi,EnhancedHoly,0,190000200000001,2,False
150563,Shizue Izawa,Fire,0,0,2,False
150564,Yuuki Kagurazaka,EnhancedWind,0,190000200000001,2,False
150565,Frey,EnhancedWater,0,190000200000001,2,False
150569,Gobwa,EnhancedDark,0,190000200000001,2,False
150568,Shion,Fire,0,0,2,False
150570,Violet,EnhancedFire,0,190000200000001,2,False
150571,Blanc,EnhancedDark,0,190000200000001,2,False
150574,Leon Cromwell,EnhancedEarth,0,190000200000001,2,False
150575,Velzard,EnhancedWater,0,190000200000001,2,False
150576,Ritus,Holy,0,0,2,False
150577,Jaune,EnhancedAir,0,190000200000001,2,False
150578,Rimuru Tempest,EnhancedEarth,0,190000200000001,2,False
150582,Soka,EnhancedAir,0,190000200000001,2,False
150581,Laplace,Dark,0,0,2,False
150583,Luminus Valentine,EnhancedHoly,0,190000200000001,2,False
150584,Diablo,EnhancedAir,0,190000200000001,2,False
150587,Shionne,EnhancedFire,0,190000200000001,2,False
150588,Alphen,Fire,0,0,2,False
150589,Shion,EnhancedHoly,0,190000200000001,2,False
150590,Hinata Sakaguchi,EnhancedDark,0,190000200000001,2,False
150594,Blanc,EnhancedWater,0,190000200000001,2,False
150593,Ifrit,Fire,0,0,2,False
150595,Violet,EnhancedWater,0,190000200000001,2,False
150596,Jaune,EnhancedDark,0,190000200000001,2,False
150599,Bell Cranel,EnhancedHoly,0,190000200000001,2,False
150598,Shuna,EnhancedEarth,0,190000200000001,2,False
150603,Soka,Water,0,0,2,False
150601,Ais Wallenstein,EnhancedWind,0,190000200000001,2,False
150602,Ryu Lion,EnhancedWind,0,190000200000001,2,False
150610,Masayuki Honjo,EnhancedHoly,0,190000200000001,2,False
150608,Kagali,Dark,0,0,2,False
150611,Masked Hero,EnhancedDark,0,190000200000071,2,False
150612,Luminus Valentine,EnhancedHoly,0,190000200000071,2,False
150619,Emils,EnhancedWater,0,190000200000071,2,False
150615,Trishula,Air,0,0,2,False
150613,Rimuru Tempest,EnhancedAir,0,190000200000071,2,False
150617,Velzard,EnhancedAir,0,190000200000071,2,False
150618,Milim Nava,EnhancedWater,0,190000200000071,2,False
150623,Frey,EnhancedWater,0,190000200000071,2,False
150621,Nine Head,Earth,0,0,2,False
150624,Hinata Sakaguchi,EnhancedAir,0,190000200000071,2,False
150625,Blanc,EnhancedEarth,0,190000200000071,2,False
150629,Kirito,EnhancedAir,0,190000200000071,2,False
150628,Masayuki Honjo,Holy,0,0,2,False
150630,Asuna,EnhancedHoly,0,190000200000071,2,False
150631,Sinon,EnhancedHoly,0,190000200000071,2,False
150632,Yuuki,EnhancedAir,0,190000200000071,2,False
150636,Benimaru,EnhancedFire,0,190000200000071,2,False
150635,Clayman,Dark,0,0,2,False
150637,Hiiro,EnhancedFire,0,190000200000071,2,False
150638,Violet,EnhancedWater,0,190000200000071,2,False
150643,Luminus Valentine,EnhancedWater,0,190000200000071,2,False
150641,Gobta,Wind,0,0,2,False
150642,Rimuru Tempest,EnhancedDark,0,190000200000071,2,False
150644,Jaune,EnhancedWater,0,190000200000071,2,False
150648,Diablo,EnhancedWind,0,190000200000071,2,False
150649,Saare,Air,0,0,2,False
250001,Orc Disaster,Dark,0,,0,False
250002,Veldora Tempest,Wind,0,,0,False
250003,Ifrit,Fire,0,,0,False
250007,Milim Nava,Water,0,,0,False
250004,Charybdis,Air,0,,0,False
250006,Elemental Colossus,Earth,0,,0,False
250005,Ramiris,Holy,0,,0,False
240001,Kaijin,Earth,0,,0,False
240005,Veldora Tempest,Water,0,,0,False
240006,Gard Mjolmire,Water,0,,0,False
240003,Salamander,Fire,0,,0,False
240007,Fuze,Wind,0,,0,False
240004,Vesta,Air,0,,0,False
240002,Sky Dragon,Dark,0,,0,False
240008,Light Spirit,Holy,0,,0,False
230001,Butterflies of the Night Owner,Physics,0,,0,False
230002,Psychic Elf,Magic,0,,0,False
230003,Garm,Physics,0,,0,False
230004,Dord,Magic,0,,0,False
230005,Myrd,Magic,0,,0,False
230006,Haruna,Physics,0,,0,False
230007,Gobuichi,Physics,0,,0,False
250009,Shion,Dark,0,,0,False
250014,Shuna,Wind,0,,0,False
250013,Rimuru Tempest,Fire,0,,0,False
250256,Soka,Holy,0,,0,False
250264,Chloe Aubert,Water,0,,0,False
250017,Hakurou,Earth,0,,0,False
250291,Veldora Tempest,Air,0,,0,False
250016,Rimuru Tempest,Dark,0,,0,False
250298,Shizue Izawa,Holy,0,,0,False
250219,Gabiru,Wind,0,,0,False
250011,Milim Nava,Water,0,,0,False
250318,Guy Crimson,Air,0,,0,False
250329,Benimaru,Earth,0,,0,False
250335,Veldora Tempest,Dark,0,,0,False
250347,Towa,Fire,0,,0,False
250365,Shuna,Holy,0,,0,False
250374,Ramiris,Air,0,,0,False
240396,Chloe Aubert,SpecialEffectElementWater,0,,0,False
250379,Diablo,SpecialEffectElementWater,0,,0,False
250384,Frey,SpecialEffectElementFire,0,,0,False
240419,Souei,SpecialEffectElementFire,0,,0,False
250401,Rimuru Tempest,None,0,,0,False
250390,Velzard,SpecialEffectElementAir,0,,0,False
240420,Deeno,SpecialEffectElementAir,0,,0,False
250403,Myulan,SpecialEffectElementDark,0,,0,False
240421,Eren,SpecialEffectElementDark,0,,0,False
250411,Rimuru Tempest,SpecialEffectElementEarth,0,,0,False
240418,Shuna,SpecialEffectElementEarth,0,,0,False
250414,Treyni,SpecialEffectElementHoly,0,,0,False
240430,Rimuru Tempest,SpecialEffectElementHoly,0,,0,False
250434,Velzard,SpecialEffectElementWater,0,,0,False
240431,Albis,SpecialEffectElementWater,0,,0,False
250439,Milim Nava,SpecialEffectElementFire,0,,0,False
240432,Rigurd,SpecialEffectElementFire,0,,0,False
250444,Luminus Valentine,SpecialEffectElementWind,0,,0,False
240449,Rimuru Tempest,SpecialEffectElementWind,0,,0,False
250452,Rimuru Tempest,SpecialEffectElementAir,0,,0,False
240454,Chloe Aubert,SpecialEffectElementAir,0,,0,False
250457,Shion,SpecialEffectElementDark,0,,0,False
240460,Benimaru,SpecialEffectElementDark,0,,0,False
250463,Rimuru Tempest,SpecialEffectElementHoly,0,,0,False
240470,Gabiru,SpecialEffectElementHoly,0,,0,False
250472,Treyni,SpecialEffectElementEarth,0,,0,False
240476,Soka,SpecialEffectElementEarth,0,,0,False
250478,Violet,SpecialEffectElementWind,0,,0,False
240482,Rain,SpecialEffectElementWind,0,,0,False
250487,Velzard,SpecialEffectElementWater,0,,0,False
240491,Kagali,SpecialEffectElementWater,0,,0,False
250493,Renard Jester,SpecialEffectElementHoly,0,,0,False
240497,Shion,SpecialEffectElementHoly,0,,0,False
250502,Maribel Rozzo,SpecialEffectElementAir,0,,0,False
240518,Ritus,SpecialEffectElementAir,0,,0,False
250505,Benimaru,SpecialEffectElementEarth,0,,0,False
240509,Albis,SpecialEffectElementEarth,0,,0,False
250511,Masayuki Honjo,SpecialEffectElementFire,0,,0,False
240512,Frey,SpecialEffectElementFire,0,,0,False
250517,Emils,SpecialEffectElementDark,0,,0,False
240542,Izis,SpecialEffectElementDark,0,,0,False
250520,Guy Crimson,SpecialEffectElementEnhancedHoly,0,,0,False
250524,Elmesia El Ru Thalion,SpecialEffectElementEnhancedWind,0,,0,False
240525,Towa,SpecialEffectElementWind,0,,0,False
250536,Albis,SpecialEffectElementEnhancedEarth,0,,0,False
240537,Alice Rondo,SpecialEffectElementEarth,0,,0,False
250555,Himmel,SpecialEffectElementEnhancedDark,0,,0,False
240556,Milim Nava,SpecialEffectElementDark,0,,0,False
250545,Veldora Tempest,SpecialEffectElementEnhancedWater,0,,0,False
240548,Jiwu,SpecialEffectElementWater,0,,0,False
250560,Masayuki Honjo,SpecialEffectElementEnhancedFire,0,,0,False
240561,Carrion,SpecialEffectElementFire,0,,0,False
250566,Shuna,SpecialEffectElementEnhancedHoly,0,,0,False
240567,Treyni,SpecialEffectElementHoly,0,,0,False
250573,Masked Hero,SpecialEffectElementEnhancedAir,0,,0,False
240572,Ramiris,SpecialEffectElementAir,0,,0,False
250579,Souei,SpecialEffectElementEnhancedWind,0,,0,False
240580,Gabiru,SpecialEffectElementWind,0,,0,False
250585,Rimuru Tempest,SpecialEffectElementEnhancedEarth,0,,0,False
240586,Veldora Tempest,SpecialEffectElementEarth,0,,0,False
250591,Guy Crimson,SpecialEffectElementEnhancedHoly,0,,0,False
240592,Deeno,SpecialEffectElementHoly,0,,0,False
250597,Hestia,SpecialEffectElementEnhancedWater,0,,0,False
240600,Liliruca Arde,SpecialEffectElementWater,0,,0,False
250607,Elmesia El Ru Thalion,SpecialEffectElementEnhancedDark,0,,0,False
240609,Eren,SpecialEffectElementDark,0,,0,False
250616,Veldora Tempest,SpecialEffectElementEnhancedFire,0,,0,False
240614,Shinsha,SpecialEffectElementFire,0,,0,False
250620,Diablo,SpecialEffectElementEnhancedAir,0,,0,False
240622,Ranga,SpecialEffectElementAir,0,,0,False
250626,Rimuru Tempest,SpecialEffectElementEnhancedWind,0,,0,False
240627,Leafa,SpecialEffectElementWind,0,,0,False
250633,Shion,SpecialEffectElementEnhancedEarth,0,,0,False
240634,Towa,SpecialEffectElementEarth,0,,0,False
250639,Yura,SpecialEffectElementEnhancedFire,0,,0,False
240640,Hakurou,SpecialEffectElementFire,0,,0,False
240645,Rimuru Tempest,None,0,,0,False
250646,Shizue Izawa,SpecialEffectElementEnhancedWater,0,,0,False
240647,Rimuru Tempest,SpecialEffectElementWater,0,,0,False
